name,city,state,zip,url,street_address
Lowville Center,Lowville,NY,13367,https://www.plannedparenthood.org/health-center/new-york/lowville/13367/lowville-center-2882-91210,"7398 Turin Rd, Lowville, NY 13367, USA"
Malone Clinic,Malone,NY,12953,https://www.plannedparenthood.org/health-center/new-york/malone/12953/malone-clinic-2778-91210,"246 W. Main Street, Malone, NY 12953, USA"
Massapequa Center,Massapequa,NY,11758,https://www.plannedparenthood.org/health-center/new-york/massapequa/11758/massapequa-center-2788-91110,"35 Carmans Road, Massapequa, NY 11758, USA"
Mount Vernon Center,Mount Vernon,NY,10550,https://www.plannedparenthood.org/health-center/new-york/mount-vernon/10550/mount-vernon-center-2204-91220,"6 Gramatan Avenue, Mt. Vernon, NY 10550, USA"
Newburgh Health Center,Newburgh,NY,12550,https://www.plannedparenthood.org/health-center/new-york/newburgh/12550/newburgh-health-center-3995-91110,"136 Lake Street, Newburgh, NY 12550, USA"
New Rochelle Center,New Rochelle,NY,10801,https://www.plannedparenthood.org/health-center/new-york/new-rochelle/10801/new-rochelle-center-2206-91220,150 Lockwood Avenue Suite LL-1 New Rochelle NY 10801
Virtual Health Center of PPGNY,New York,NY,10012,https://www.plannedparenthood.org/health-center/new-york/new-york/10012/virtual-health-center-of-ppgny-vc-3934-91110,
Niagara Falls Office,Niagara Falls,NY,14301,https://www.plannedparenthood.org/health-center/new-york/niagara-falls/14301/niagara-falls-office-2976-91040,
North Tonawanda Health Center,North Tonawanda,NY,14120,https://www.plannedparenthood.org/health-center/new-york/north-tonawanda/14120/north-tonawanda-health-center-2977-91040,"15 Webster Street, North Tonawanda, NY 14120, USA"
Ogdensburg Center,Ogdensburg,NY,13669,https://www.plannedparenthood.org/health-center/new-york/ogdensburg/13669/ogdensburg-center-2880-91210,"419 Ford Street, Ogdensburg, NY 13669, USA"
Patchogue Center,Patchogue,NY,11772,https://www.plannedparenthood.org/health-center/new-york/patchogue/11772/patchogue-center-2317-91220,"450 Waverly Ave, Patchogue, NY 11772, USA"
Plattsburgh Clinic,Plattsburgh,NY,12901,https://www.plannedparenthood.org/health-center/new-york/plattsburgh/12901/plattsburgh-clinic-3315-91210,"66 Brinkerhoff Street, Plattsburgh, NY 12901, USA"
Poughkeepsie Health Center,Poughkeepsie,NY,12601,https://www.plannedparenthood.org/health-center/new-york/poughkeepsie/12601/poughkeepsie-health-center-2621-91110,"17 Noxon Street, Poughkeepsie, NY 12601, USA"
Diane L. Max Health Center,Queens,NY,11101,https://www.plannedparenthood.org/health-center/new-york/queens/11101/diane-l-max-health-center-4184-91110,"21-41 45th Rd, Queens, NY 11101, USA"
Queensbury Health Center,Queensbury,NY,12804,https://www.plannedparenthood.org/health-center/new-york/queensbury/12804/queensbury-health-center-4257-91110,"543 Bay Road, Queensbury, NY 12804, USA"
Riverhead Center,Riverhead,NY,11901,https://www.plannedparenthood.org/health-center/new-york/riverhead/11901/riverhead-center-4264-91220,"877 E Main Street, Riverhead, NY 11901, USA"
Rochester Health Center,Rochester,NY,14605,https://www.plannedparenthood.org/health-center/new-york/rochester/14605/rochester-health-center-3332-91040,
Rome Center,Rome,NY,13440,https://www.plannedparenthood.org/health-center/new-york/rome/13440/rome-center-2884-91110,"111 E. Chestnut Street, Rome, NY 13440, USA"
Saranac Lake Clinic,Saranac Lake,NY,12983,https://www.plannedparenthood.org/health-center/new-york/saranac-lake/12983/saranac-lake-clinic-3428-91210,"41 St. Bernard St., Saranac Lake, NY 12983, USA"
Saratoga Springs Center,Saratoga Springs,NY,12866,https://www.plannedparenthood.org/health-center/new-york/saratoga-springs/12866/saratoga-springs-center-2776-91110,"236 Washington Street, Saratoga Springs, NY 12866, USA"
Schenectady Center,Schenectady,NY,12307,https://www.plannedparenthood.org/health-center/new-york/schenectady/12307/schenectady-center-4192-91110,"1040 State Street, Schenectady, NY 12307, USA"
Smithtown Center,Smithtown,NY,11787,https://www.plannedparenthood.org/health-center/new-york/smithtown/11787/smithtown-center-2320-91220,"70 Maple Ave, Smithtown, NY 11787, USA"
Spring Valley Center,Spring Valley,NY,10977,https://www.plannedparenthood.org/health-center/new-york/spring-valley/10977/spring-valley-center-2226-91220,"25 Perlman Drive, Spring Valley, NY 10977, USA"
Syracuse Health Center,Syracuse,NY,13210,https://www.plannedparenthood.org/health-center/new-york/syracuse/13210/syracuse-health-center-2471-91040,"1120 E Genesee Street, Syracuse, NY 13210, USA"
Troy Health Center,Troy,NY,12180,https://www.plannedparenthood.org/health-center/new-york/troy/12180/troy-health-center-2780-91020,120 Hoosick Street Troy NY 12180
Utica Center,Utica,NY,13502,https://www.plannedparenthood.org/health-center/new-york/utica/13502/utica-center-3318-91110,
Watertown Center,Watertown,NY,13601,https://www.plannedparenthood.org/health-center/new-york/watertown/13601/watertown-center-3328-91210,"160 Stone Street, Watertown, NY 13601, USA"
West Islip Center,West Islip,NY,11795,https://www.plannedparenthood.org/health-center/new-york/west-islip/11795/west-islip-center-2316-91220,"180 Sunrise Highway, West Islip, NY 11795, USA"
West Seneca Health Center,West Seneca,NY,14224,https://www.plannedparenthood.org/health-center/new-york/west-seneca/14224/west-seneca-health-center-2693-91040,"Wimbledon Plaza 240 Center Road, West Seneca, NY 14224, USA"
Virtual Health Center of PPHP,White Plains,NY,10607,https://www.plannedparenthood.org/health-center/new-york/white-plains/10607/virtual-health-center-of-pphp-vc-21952-91220,
White Plains Center,White Plains,NY,10607,https://www.plannedparenthood.org/health-center/new-york/white-plains/10607/white-plains-center-2203-91220,"175 Tarrytown Road, White Plains, NY 10607, USA"
Yonkers Center,Yonkers,NY,10701,https://www.plannedparenthood.org/health-center/new-york/yonkers/10701/yonkers-center-2202-91220,"20 S Broadway, Yonkers, NY 10701, USA"
Asheville Health Center,Asheville,NC,28801,https://www.plannedparenthood.org/health-center/north-carolina/asheville/28801/asheville-health-center-4134-90860,
Chapel Hill Health Center,Chapel Hill,NC,27514,https://www.plannedparenthood.org/health-center/north-carolina/chapel-hill/27514/chapel-hill-health-center-4169-90860,"1765 Dobbins Drive, Chapel Hill, NC 27514, USA"
Charlotte Health Center,Charlotte,NC,28204,https://www.plannedparenthood.org/health-center/north-carolina/charlotte/28204/charlotte-health-center-2703-90860,"700 South Torrence Street, Charlotte, NC 28204, USA"
Durham Health Center,Durham,NC,27704,https://www.plannedparenthood.org/health-center/north-carolina/durham/27704/durham-health-center-4171-90860,"105 Newsom Street, Durham, NC 27704, USA"
Fayetteville Health Center,Fayetteville,NC,28303,https://www.plannedparenthood.org/health-center/north-carolina/fayetteville/28303/fayetteville-health-center-4173-90860,
Greensboro Health Center,Greensboro,NC,27408,https://www.plannedparenthood.org/health-center/north-carolina/greensboro/27408/greensboro-health-center-2846-90860,"1704 Battleground Ave, Greensboro, NC 27408, USA"
Raleigh Health Center,Raleigh,NC,27603,https://www.plannedparenthood.org/health-center/north-carolina/raleigh/27603/raleigh-health-center-3338-90860,"100 S Boylan Ave., Raleigh, NC 27603, USA"
North Carolina Virtual Health Center,Raleigh,NC,27603,https://www.plannedparenthood.org/health-center/north-carolina/raleigh/27603/north-carolina-virtual-health-center-vc-21954-90860,
Wilmington Health Center,Wilmington,NC,28401,https://www.plannedparenthood.org/health-center/north-carolina/wilmington/28401/wilmington-health-center-2595-90860,"1925 Tradd Court, Wilmington, NC 28401, USA"
Winston-Salem Health Center,Winston Salem,NC,27103,https://www.plannedparenthood.org/health-center/north-carolina/winston-salem/27103/winston-salem-health-center-2845-90860,"3010 Maplewood Ave, Winston-Salem, NC 27103, USA"
Akron Health Center,Akron,OH,44302,https://www.plannedparenthood.org/health-center/ohio/akron/44302/akron-health-center-3344-91230,"444 West Exchange Street, Akron, OH 44302, USA"
Greater Ohio Virtual Health Center,Akron,OH,44302,https://www.plannedparenthood.org/health-center/ohio/akron/44302/greater-ohio-virtual-health-center-vc-3931-91230,
Athens Health Center,Athens,OH,45700,https://www.plannedparenthood.org/health-center/ohio/athens/45700/athens-health-center-2974-91230,416 W Union St Athens OH 45701
Bedford Heights Health Center,Bedford Heights,OH,44146,https://www.plannedparenthood.org/health-center/ohio/bedford-heights/44146/bedford-heights-health-center-4041-91230,"25350 Rockside Rd, Bedford Heights, OH 44146, USA"
Bedford Heights Surgery Center,Bedford Heights,OH,44146,https://www.plannedparenthood.org/health-center/ohio/bedford-heights/44146/bedford-heights-surgery-center-4061-91230,"25350 Rockside Rd, Bedford Heights, OH 44146, USA"
Canton Health Center,Canton,OH,44709,https://www.plannedparenthood.org/health-center/ohio/canton/44709/canton-health-center-2464-91230,
Cincinnati Surgical Center,Cincinnati,OH,45219,https://www.plannedparenthood.org/health-center/ohio/cincinnati/45219/cincinnati-surgical-center-3347-91260,"2314 Auburn Avenue, Cincinnati, OH 45219, USA"
Southwest Ohio Virtual Health Center,Cincinnati,OH,45219,https://www.plannedparenthood.org/health-center/ohio/cincinnati/45219/southwest-ohio-virtual-health-center-vc-10038-91260,
Mt. Auburn Health Center,Cincinnati,OH,45219,https://www.plannedparenthood.org/health-center/ohio/cincinnati/45219/mt-auburn-health-center-3346-91260,
Student Resource Center,Cleveland,OH,44115,https://www.plannedparenthood.org/health-center/ohio/cleveland/44115/student-resource-center-21938-91230,"2121 Euclid Ave, OH Cleveland, USA"
Old Brooklyn Health Center,Cleveland,OH,44134,https://www.plannedparenthood.org/health-center/ohio/cleveland/44134/old-brooklyn-health-center-2508-91230,"2186 Brookpark Road, Cleveland, OH 44134, USA"
North Columbus Health Center,Columbus,OH,43201,https://www.plannedparenthood.org/health-center/ohio/columbus/43201/north-columbus-health-center-2717-91230,"18 East 17th Avenue, Columbus, OH 43201, USA"
East Columbus Surgical Center,Columbus,OH,43213,https://www.plannedparenthood.org/health-center/ohio/columbus/43213/east-columbus-surgical-center-2335-91230,
Dayton Health Center,Dayton,OH,45402,https://www.plannedparenthood.org/health-center/ohio/dayton/45402/dayton-health-center-2192-91260,"224 N Wilkinson Street, Dayton, OH 45402, USA"
Dayton Surgical Center,Dayton,OH,45429,https://www.plannedparenthood.org/health-center/ohio/dayton/45429/dayton-surgical-center-21935-91260,1401 E Stroop Rd Dayton Oh 45429
Kent Health Center,Kent,OH,44240,https://www.plannedparenthood.org/health-center/ohio/kent/44240/kent-health-center-2849-91230,"138 E Main Street, Kent, OH 44240, USA"
Mansfield Health Center,Mansfield,OH,44906,https://www.plannedparenthood.org/health-center/ohio/mansfield/44906/mansfield-health-center-2424-91230,"384 Park Avenue W, Mansfield, OH 44906, USA"
Rocky River Health Center,Rocky River,OH,44116,https://www.plannedparenthood.org/health-center/ohio/rocky-river/44116/rocky-river-health-center-2418-91230,21016 Center Ridge rd Rocky River OH 44116
Toledo Health Center,Toledo,OH,43604,https://www.plannedparenthood.org/health-center/ohio/toledo/43604/toledo-health-center-3345-91230,"1301 Jefferson Ave, Toledo, OH 43604, USA"
Youngstown Health Center,Youngstown,OH,44507,https://www.plannedparenthood.org/health-center/ohio/youngstown/44507/youngstown-health-center-2847-91230,
South Boulevard Clinic,Edmond,OK,73013,https://www.plannedparenthood.org/health-center/oklahoma/edmond/73013/south-boulevard-clinic-2840-90740,1601 South Boulevard Edmond OK 73013
Central Oklahoma City Clinic,Oklahoma City,OK,73103,https://www.plannedparenthood.org/health-center/oklahoma/oklahoma-city/73103/central-oklahoma-city-clinic-3351-90740,"619 NW 23rd Street, Oklahoma City, OK 73103, USA"
Peoria Health Center,Tulsa,OK,74120,https://www.plannedparenthood.org/health-center/oklahoma/tulsa/74120/peoria-health-center-2416-90740,
Beaverton Health Center,Beaverton,OR,97005,https://www.plannedparenthood.org/health-center/oregon/beaverton/97005/beaverton-health-center-2410-91400,"12220 SW First St., Beaverton, OR 97005, USA"
Bend Health Center,Bend,OR,97703,https://www.plannedparenthood.org/health-center/oregon/bend/97703/bend-health-center-2373-91400,"2330 NE Division St., Bend, OR 97703, USA"
PPSO Telehealth Services,Eugene,OR,97403,https://www.plannedparenthood.org/health-center/oregon/eugene/97403/ppso-telehealth-services-3854-91380,"3579 Franklin Blvd, Eugene, OR 97403, USA"
Eugene-Springfield Health Center,Eugene,OR,97403,https://www.plannedparenthood.org/health-center/oregon/eugene/97403/eugene-springfield-health-center-4075-91380,"3579 Franklin Blvd, Eugene, OR 97403, USA"
West Eugene Health Center,Eugene,OR,97402,https://www.plannedparenthood.org/health-center/oregon/eugene/97402/centro-de-salud-west-eugene-3069-91380,"793 N. Danebo Avenue, Eugene, OR 97402, USA"
Grants Pass Health Center,Grants Pass,OR,97526,https://www.plannedparenthood.org/health-center/oregon/grants-pass/97526/grants-pass-health-center-2371-91380,"160 NW Franklin Blvd., Grants Pass, OR 97526, USA"
Medford Health Center,Medford,OR,97501,https://www.plannedparenthood.org/health-center/oregon/medford/97501/medford-health-center-2367-91380,
Milwaukie-Oak Grove Health Center,Milwaukie,OR,97267,https://www.plannedparenthood.org/health-center/oregon/milwaukie/97267/milwaukie-oak-grove-health-center-4195-91400,"14411 SE McLoughlin Blvd, Milwaukie, OR 97267, USA"
Ontario Health Center,Ontario,OR,97914,https://www.plannedparenthood.org/health-center/oregon/ontario/97914/ontario-health-center-3853-91400,640 SW 4th Ave Ontario OR 97914
Hillman East Portland Center,Portland,OR,97236,https://www.plannedparenthood.org/health-center/oregon/portland/97236/hillman-east-portland-center-2673-91400,14601 SE Division Street Portland OR 97236
NE Portland Health Center,Portland,OR,97212,https://www.plannedparenthood.org/health-center/oregon/portland/97212/ne-portland-health-center-3943-91400,"3727 NE Martin Luther King Jr. Boulevard, Portland, OR 97212, USA"
PPCW Oregon Telehealth,Portland,OR,97212,https://www.plannedparenthood.org/health-center/oregon/portland/97212/ppcw-oregon-telehealth-vc-10035-91400,
Salem Health Center,Salem,OR,97305,https://www.plannedparenthood.org/health-center/oregon/salem/97305/salem-health-center-2412-91400,"3825 Wolverine St., Salem, OR 97305, USA"
Providence Health Center,Providence,RI,02903,https://www.plannedparenthood.org/health-center/rhode-island/providence/02903/providence-health-center-3362-90220,"175 Broad Street, Providence, RI 02903, USA"
Rhode Island Virtual Health Center,Providence,RI,02903,https://www.plannedparenthood.org/health-center/rhode-island/providence/02903/rhode-island-virtual-health-center-vc-100700205-90220,
South Dakota Telehealth,Sioux Falls,SD,57106,https://www.plannedparenthood.org/health-center/south-dakota/sioux-falls/57106/south-dakota-telehealth-vc-10018-90720,
Sioux Falls Health Center,Sioux Falls,SD,57106,https://www.plannedparenthood.org/health-center/south-dakota/sioux-falls/57106/sioux-falls-health-center-2738-90720,"6511 West 41st Street, Sioux Falls, SD 57106, USA"
Addison Health Center,Addison,TX,75001,https://www.plannedparenthood.org/health-center/texas/addison/75001/addison-health-center-2157-91620,"4551 Beltway Dr, Addison,  TX 75001"
Arlington Health Center,Arlington,TX,76015,https://www.plannedparenthood.org/health-center/texas/arlington/76015/arlington-health-center-2244-91620,"3701 South Cooper Street, Arlington, TX 76015, USA"
Central Austin Health Center,Austin,TX,78705,https://www.plannedparenthood.org/health-center/texas/austin/78705/central-austin-health-center-2395-91620,"2911 Medical Arts, Austin, TX 78705, USA"
North Austin Health Center,Austin,TX,78758,https://www.plannedparenthood.org/health-center/texas/austin/78758/north-austin-health-center-2398-91620,"9041 Research, Austin, TX 78758, USA"
South Austin Health Resource Center,Austin,TX,78704,https://www.plannedparenthood.org/health-center/texas/austin/78704/south-austin-health-resource-center-4250-91620,"201 E. Ben White Blvd, Austin, TX 78704, USA"
South Austin Health Center,Austin,TX,78704,https://www.plannedparenthood.org/health-center/texas/austin/78704/south-austin-health-center-2397-91620,"201 E. Ben White Blvd, Austin, TX 78704, USA"
Downtown Austin Health Center,Austin,TX,78702,https://www.plannedparenthood.org/health-center/texas/austin/78702/downtown-austin-health-center-2396-91620,"1823 E 7th Street, Austin, TX 78702, USA"
Bedford Health Center,Bedford,TX,76021,https://www.plannedparenthood.org/health-center/texas/bedford/76021/bedford-health-center-2242-91620,"2824 Central Drive, Bedford, TX 76021, USA"
Brownsville Health Center,Brownsville,TX,78526,https://www.plannedparenthood.org/health-center/texas/brownsville/78526/brownsville-health-center-3342-91710,"870 E. Alton Gloor Blvd., Brownsville, TX 78526, USA"
Cedar Hill Health Center,Cedar Hill,TX,75104,https://www.plannedparenthood.org/health-center/texas/cedar-hill/75104/cedar-hill-health-center-2160-91620,"140 W FM 1382, Cedar Hill, TX 75104, USA"
South Dallas Abortion Services Center,Dallas,TX,75237,https://www.plannedparenthood.org/health-center/texas/dallas/75237/south-dallas-abortion-services-center-4149-91620,"7989 West Virginia Drive, Dallas, TX 75237, USA"
North Dallas Shelburne Health Center,Dallas,TX,75231,https://www.plannedparenthood.org/health-center/texas/dallas/75231/north-dallas-shelburne-health-center-2521-91620,"7424 Greenville Avenue, Ste 101 Dallas, TX 75231, USA"
Greater Texas Virtual Health Center,Dallas,TX,75231,https://www.plannedparenthood.org/health-center/texas/dallas/75231/greater-texas-virtual-health-center-vc-3933-91620,
Denton Health Center,Denton,TX,76205,https://www.plannedparenthood.org/health-center/texas/denton/76205/denton-health-center-2190-91620,"2436 S Interstate-35, Denton, TX 76205, USA"
El Paso Health Center,El Paso,TX,79903,https://www.plannedparenthood.org/health-center/texas/el-paso/79903/centro-de-salud-el-paso-4524-91620,1061 Chelsea Street El Paso TX 79903
El Paso Health Resource Center,El Paso,TX,79903,https://www.plannedparenthood.org/health-center/texas/el-paso/79903/el-paso-health-resource-center-4285-91620,1061 Chelsea Street El Paso TX 79903
Southeast Fort Worth Health Center,Fort Worth,TX,76119,https://www.plannedparenthood.org/health-center/texas/fort-worth/76119/southeast-fort-worth-health-center-2243-91620,"3863 Miller Ave., Fort Worth, TX 76119, USA"
Southwest Fort Worth Health Resource Center,Fort Worth,TX,76132,https://www.plannedparenthood.org/health-center/texas/fort-worth/76132/southwest-fort-worth-health-resource-center-4251-91620,"6464 John Ryan Drive, Fort Worth, TX 76132, USA"
Southwest Fort Worth Health Center,Fort Worth,TX,76132,https://www.plannedparenthood.org/health-center/texas/fort-worth/76132/centro-de-salud-southwest-fort-worth-4101-91620,"6464 John Ryan Drive, Fort Worth, TX 76132, USA"
Harlingen Health Center,Harlingen,TX,78550,https://www.plannedparenthood.org/health-center/texas/harlingen/78550/harlingen-health-center-2561-91710,"712 N 77 Sunshine Strip, Harlingen, TX 78550, USA"
Northville Health Center,Houston,TX,77037,https://www.plannedparenthood.org/health-center/texas/houston/77037/northville-health-center-2494-91620,"9919 North Freeway, Houston, TX 77037, USA"
Northwest Health Center,Houston,TX,77040,https://www.plannedparenthood.org/health-center/texas/houston/77040/northwest-health-center-4042-91620,"13169 Northwest Freeway, Houston, TX 77040, USA"
Lubbock Health Resource Center,Lubbock,TX,79410,https://www.plannedparenthood.org/health-center/texas/lubbock/79410/lubbock-health-resource-center-3776-91620,3716 22nd Place Lubbock TX 79410
Lubbock Health Center,Lubbock,TX,79410,https://www.plannedparenthood.org/health-center/texas/lubbock/79410/lubbock-health-center-2674-91620,3716 22nd Place Lubbock TX 79410
Mesquite Health Center,Mesquite,TX,75150,https://www.plannedparenthood.org/health-center/texas/mesquite/75150/mesquite-health-center-2159-91620,"1220 North Town East Blvd., Mesquite, TX 75150, USA"
Plano Health Center,Plano,TX,75074,https://www.plannedparenthood.org/health-center/texas/plano/75074/plano-health-center-4193-91620,"600 North Central Expressway, Plano, TX 75074, USA"
South Texas Medical Center,San Antonio,TX,78229,https://www.plannedparenthood.org/health-center/texas/san-antonio/78229/south-texas-medical-center-2967-91710,"2140 Babcock Rd, San Antonio, TX 78229, USA"
Northeast Health Center,San Antonio,TX,78217,https://www.plannedparenthood.org/health-center/texas/san-antonio/78217/northeast-health-center-2962-91710,"11514 Perrin Beitel Rd, San Antonio, TX 78217, USA"
San Pedro Health Center,San Antonio,TX,78212,https://www.plannedparenthood.org/health-center/texas/san-antonio/78212/san-pedro-health-center-4248-91710,"920 San Pedro Ave., San Antonio, TX 78201, USA"
Southeast Health Center,San Antonio,TX,78223,https://www.plannedparenthood.org/health-center/texas/san-antonio/78223/southeast-health-center-2966-91710,7022 S New Braunfels Ave #103 San Antonio TX 78223
Richland Hills Drive Health Center,San Antonio,TX,78245,https://www.plannedparenthood.org/health-center/texas/san-antonio/78245/richland-hills-drive-health-center-2965-91710,235 Richland Hills Drive San Antonio TX 78245
Spring Health Center,Spring,TX,77388,https://www.plannedparenthood.org/health-center/texas/spring/77388/spring-health-center-4097-91620,"4747 Louetta Road, Spring, TX 77388, USA"
Stafford Health Center,Stafford,TX,77477,https://www.plannedparenthood.org/health-center/texas/stafford/77477/stafford-health-center-4095-91620,"12614 Southwest Freeway, Stafford, TX 77477, USA"
Waco Health Resource Center,Waco,TX,76712,https://www.plannedparenthood.org/health-center/texas/waco/76712/waco-health-resource-center-4283-91620,"700 West Highway 6, Waco, TX 76712, USA"
Waco Health Center,Waco,TX,76712,https://www.plannedparenthood.org/health-center/texas/waco/76712/waco-health-center-4284-91620,"700 West Highway 6, Waco, TX 76712, USA"
Utah Valley Health Center,Orem,UT,84057,https://www.plannedparenthood.org/health-center/utah/orem/84057/centro-de-salud-utah-valley-2257-91730,"1086 North 1200 West, Orem, UT 84057, USA"
Utah Virtual Health Center,Salt Lake City,UT,84102,https://www.plannedparenthood.org/health-center/utah/salt-lake-city/84102/utah-virtual-health-center-vc-21961-91730,
Salt Lake Health Center,Salt Lake City,UT,84102,https://www.plannedparenthood.org/health-center/utah/salt-lake-city/84102/salt-lake-health-center-3567-91730,"654 South 900 East, Salt Lake City, UT 84102, USA"
Metro Health Center,Salt Lake City,UT,84102,https://www.plannedparenthood.org/health-center/utah/salt-lake-city/84102/metro-health-center-3958-91730,"160 South 1000 East, Salt Lake City, UT 84102, USA"
South Jordan Health Center,South Jordan,UT,84095,https://www.plannedparenthood.org/health-center/utah/south-jordan/84095/south-jordan-health-center-3442-91730,"1091 West South Jordan Parkway, South Jordan, UT 84095, USA"
Ogden Health Center,Washington Terrace,UT,84405,https://www.plannedparenthood.org/health-center/utah/washington-terrace/84405/ogden-health-center-2256-91730,"434 E 5350 S Washington Terrace UT 84405, USA"
West Valley Health Center,West Valley City,UT,84119,https://www.plannedparenthood.org/health-center/utah/west-valley-city/84119/west-valley-health-center-3568-91730,"1906 West 3600 South, West Valley City, UT 84119, USA"
Barre Health Center,Barre,VT,05641,https://www.plannedparenthood.org/health-center/vermont/barre/05641/barre-health-center-2654-91770,"90 Washington Street, Barre, VT 05641, USA"
Brattleboro Health Center,Brattleboro,VT,05301,https://www.plannedparenthood.org/health-center/vermont/brattleboro/05301/brattleboro-health-center-2658-91770,"6 High Street, Brattleboro, VT 05301, USA"
Burlington Health Center,Burlington,VT,05401,https://www.plannedparenthood.org/health-center/vermont/burlington/05401/burlington-health-center-2650-91770,
Virtual Health Center of Vermont,Colchester,VT,05446,https://www.plannedparenthood.org/health-center/vermont/colchester/05446/virtual-health-center-of-vermont-vc-10043-91770,
Rutland Health Center,Rutland,VT,05701,https://www.plannedparenthood.org/health-center/vermont/rutland/05701/rutland-health-center-4229-91770,
White River Junction Health Center,White River Junction,VT,05001,https://www.plannedparenthood.org/health-center/vermont/white-river-junction/05001/white-river-junction-health-center-2745-91770,"79 South Main St, White River Junction, VT 05001, USA"
Williston Health Center,Williston,VT,05495,https://www.plannedparenthood.org/health-center/vermont/williston/05495/williston-health-center-3317-91770,"75 Talcott Road, Williston, VT 05495, USA"
Charlottesville Health Center,Charlottesville,VA,22901,https://www.plannedparenthood.org/health-center/virginia/charlottesville/22901/charlottesville-health-center-2815-90860,"2964 Hydraulic Road, Charlottesville, VA 22901, USA"
Chesapeake Health Center,Chesapeake,VA,23321,https://www.plannedparenthood.org/health-center/virginia/chesapeake/23321/chesapeake-health-center-91750-91750,3802 Poplar Hill Rd Chesapeake VA 23321
Hampton Health Center,Hampton,VA,23666,https://www.plannedparenthood.org/health-center/virginia/hampton/23666/hampton-health-center-4164-91750,"403 Yale Drive, Hampton, VA 23666, USA"
"Richmond, Near West End Health Center",Richmond,VA,23221,https://www.plannedparenthood.org/health-center/virginia/richmond/23221/richmond-near-west-end-health-center-3913-91750,"201 N Hamilton Street, Richmond, VA 23221, USA"
"Richmond, Church Hill Health Center",Richmond,VA,23223,https://www.plannedparenthood.org/health-center/virginia/richmond/23223/richmond-church-hill-health-center-2680-91750,1122 N 25th Street Richmond VA 23223
Virginia League Virtual Health Center,Richmond,VA,23221,https://www.plannedparenthood.org/health-center/virginia/richmond/23221/centro-de-salud-virtual-virginia-league-vc-21897-91750,
Roanoke Health Center,Roanoke,VA,24017,https://www.plannedparenthood.org/health-center/virginia/roanoke/24017/roanoke-health-center-2768-90860,"2207 Peters Creek Road, Roanoke, VA 24017, USA"
Virginia Virtual Health Center,Roanoke,VA,24017,https://www.plannedparenthood.org/health-center/virginia/roanoke/24017/virginia-virtual-health-center-vc-21922-90860,
Virginia Beach Health Center,Virginia Beach,VA,23462,https://www.plannedparenthood.org/health-center/virginia/virginia-beach/23462/virginia-beach-health-center-4166-91750,"515 Newtown Road, Virginia Beach, VA 23462, USA"
Eastside-Bellevue Health Center,Bellevue,WA,98007,https://www.plannedparenthood.org/health-center/washington/bellevue/98007/eastside-bellevue-health-center-4151-91810,
Bellingham Health Center,Bellingham,WA,98225,https://www.plannedparenthood.org/health-center/washington/bellingham/98225/bellingham-health-center-2454-91850,"1530 Ellis Street, Bellingham, WA 98225, USA"
Bremerton Health Center,Bremerton,WA,98310,https://www.plannedparenthood.org/health-center/washington/bremerton/98310/bremerton-health-center-2461-91810,"723 NE Riddell Road, Bremerton, WA 98310, USA"
Centralia Health Center,Centralia,WA,98531,https://www.plannedparenthood.org/health-center/washington/centralia/98531/centralia-health-center-2453-91810,"1020 W Main Street, Centralia, WA 98531, USA"
Ellensburg Health Center,Ellensburg,WA,98926,https://www.plannedparenthood.org/health-center/washington/ellensburg/98926/ellensburg-health-center-2402-91850,"613 N. Pine St., Ellensburg, WA 98926, USA"
Everett Health Center,Everett,WA,98201,https://www.plannedparenthood.org/health-center/washington/everett/98201/everett-health-center-2994-91810,"1509 32nd St., Everett, WA 98201, USA"
Federal Way Health Center,Federal Way,WA,98003,https://www.plannedparenthood.org/health-center/washington/federal-way/98003/federal-way-health-center-2503-91810,"1105 S 348th Street, Federal Way, WA 98003, USA"
Friday Harbor Health Center (San Juan Island),Friday Harbor,WA,98250,https://www.plannedparenthood.org/health-center/washington/friday-harbor/98250/friday-harbor-health-center-san-juan-island-2844-91850,145 Rhone Street Friday Harbor WA 98250
Kennewick Health Center,Kennewick,WA,99336,https://www.plannedparenthood.org/health-center/washington/kennewick/99336/kennewick-health-center-2404-91850,"7426 W. Bonnie Pl., Kennewick, WA 99336, USA"
Lynnwood Health Center,Lynnwood,WA,98036,https://www.plannedparenthood.org/health-center/washington/lynnwood/98036/lynnwood-health-center-2996-91810,"19505 76th Ave W. 200, Lynnwood, WA 98036, USA"
Marysville Health Center,Marysville,WA,98271,https://www.plannedparenthood.org/health-center/washington/marysville/98271/marysville-health-center-2457-91810,"10210 State Ave., Marysville, WA 98271, USA"
Moses Lake Health Center,Moses Lake,WA,98837,https://www.plannedparenthood.org/health-center/washington/moses-lake/98837/moses-lake-health-center-4202-91850,"920 W Ivy, Moses Lake, WA 98837, USA"
Mount Vernon Health Center,Mount Vernon,WA,98274,https://www.plannedparenthood.org/health-center/washington/mount-vernon/98274/mount-vernon-health-center-2843-91850,"1805 E Division Street, Mt. Vernon, WA 98274, USA"
Olympia Health Center,Olympia,WA,98501,https://www.plannedparenthood.org/health-center/washington/olympia/98501/olympia-health-center-2460-91810,"402 Legion Way, Olympia, WA 98501, USA"
Pasco Health Center,Pasco,WA,99301,https://www.plannedparenthood.org/health-center/washington/pasco/99301/pasco-health-center-3971-91850,"3901 W. Court St., Pasco, WA 99301, USA"
